,CountryName,CountryCode,Date,School closing,Stay at home requirements,ConfirmedCases,ConfirmedDeaths,StringencyIndex,Continent_Name
12434,United States,USA,2020-04-03,3,2,245540.0,6053.0,72.14,North America
12435,United States,USA,2020-04-04,3,2,277965.0,7157.0,72.14,North America
12436,United States,USA,2020-04-05,3,2,312237.0,8501.0,72.14,North America
12437,United States,USA,2020-04-06,3,2,337635.0,9647.0,72.14,North America
12438,United States,USA,2020-04-07,3,2,368196.0,10989.0,72.14,North America
12439,United States,USA,2020-04-08,3,2,398809.0,12895.0,72.14,North America
12440,United States,USA,2020-04-09,3,2,432132.0,14817.0,72.14,North America
12441,United States,USA,2020-04-10,3,2,466033.0,16690.0,72.14,North America
12442,United States,USA,2020-04-11,3,2,501560.0,18777.0,72.14,North America
12443,United States,USA,2020-04-12,3,2,529951.0,20608.0,72.14,North America
12444,United States,USA,2020-04-13,3,2,557571.0,22108.0,72.14,North America
12445,United States,USA,2020-04-14,3,2,582594.0,23649.0,72.14,North America
12446,United States,USA,2020-04-15,3,2,609516.0,26057.0,72.14,North America
12447,United States,USA,2020-04-16,3,2,639664.0,30985.0,72.14,North America
12448,United States,USA,2020-04-17,3,2,671331.0,33284.0,72.14,North America
12449,United States,USA,2020-04-18,3,2,702164.0,37054.0,72.14,North America
12450,United States,USA,2020-04-19,3,2,735086.0,38910.0,72.14,North America
12451,United States,USA,2020-04-20,3,2,759687.0,40682.0,72.14,North America
12452,United States,USA,2020-04-21,3,2,787752.0,42539.0,72.14,North America
12453,United States,USA,2020-04-22,3,2,825041.0,45063.0,72.14,North America
12454,United States,USA,2020-04-23,3,2,842629.0,46784.0,72.14,North America
12455,United States,USA,2020-04-24,3,2,869172.0,49963.0,72.14,North America
12456,United States,USA,2020-04-25,3,2,890524.0,51017.0,72.14,North America
12457,United States,USA,2020-04-26,3,2,939053.0,53189.0,72.14,North America
12458,United States,USA,2020-04-27,3,2,965910.0,54876.0,72.14,North America
12459,United States,USA,2020-04-28,3,2,988451.0,56245.0,72.14,North America
12460,United States,USA,2020-04-29,3,2,1012583.0,58355.0,72.14,North America
12461,United States,USA,2020-04-30,3,2,1039909.0,60966.0,72.14,North America
12462,United States,USA,2020-05-01,3,2,1069826.0,63006.0,72.14,North America
12463,United States,USA,2020-05-02,3,2,1103781.0,65068.0,72.14,North America
12464,United States,USA,2020-05-03,3,2,1133069.0,66385.0,72.14,North America
12465,United States,USA,2020-05-04,3,2,1158041.0,67682.0,72.14,North America
12466,United States,USA,2020-05-05,3,2,1180634.0,68934.0,72.14,North America
12467,United States,USA,2020-05-06,3,2,1204475.0,71078.0,72.14,North America
12468,United States,USA,2020-05-07,3,2,1228603.0,73431.0,72.14,North America
12469,United States,USA,2020-05-08,3,2,1256972.0,75670.0,72.14,North America
12470,United States,USA,2020-05-09,3,2,1283929.0,77180.0,72.14,North America
12471,United States,USA,2020-05-10,3,2,1309541.0,78794.0,72.14,North America
12472,United States,USA,2020-05-11,3,2,1329799.0,79528.0,72.14,North America
12473,United States,USA,2020-05-12,3,2,1347916.0,80684.0,72.14,North America
12474,United States,USA,2020-05-13,3,2,1369964.0,82387.0,72.14,North America
12475,United States,USA,2020-05-14,3,2,1390746.0,84133.0,72.14,North America
12476,United States,USA,2020-05-15,3,2,1417889.0,85906.0,72.14,North America
12477,United States,USA,2020-05-16,3,2,1443397.0,87568.0,72.14,North America
12478,United States,USA,2020-05-17,3,2,1467884.0,88754.0,72.14,North America
12479,United States,USA,2020-05-18,3,2,1486757.0,89562.0,72.14,North America
12480,United States,USA,2020-05-19,3,2,1508598.0,90353.0,72.14,North America
12481,United States,USA,2020-05-20,3,2,1528568.0,91921.0,72.14,North America
